"EventDate","alias_name","price","commented","market_time","screen_size","ram_size","rom_size","battery_capacity","cost_efficient","performance","endurance","appearance","camera_performance"
2020-11-28,HUAWEI NXT-CL00,"6999","19","2020年10月30日","6.76","8GB","256GB","4400mAh","9","9","8","9","8"
2020-11-28,HUAWEI NXT-DL00,"6999","19","2020年10月30日","6.76","8GB","256GB","4400mAh","9","9","8","9","8"
2020-11-28,HUAWEI NXT-TL00,"6999","19","2020年10月30日","6.76","8GB","256GB","4400mAh","9","9","8","9","8"
2020-11-28,HUAWEI NXT-TL00B,"2030","641","2015年11月>","6","3GB","32GB","4000mAh","7","8","9","8","8"
2020-11-28,HUAWEI P2-0000,"0","16","2013年02月","4.7","1GB","16GB","2420mAh","6","6","6","6","6"
2020-11-28,HUAWEI P20 Pro,"2525","152","2018年04月12日","6.1","6GB","64GB/128GB/256GB","4000mAh","8","8","8","8","9"
2020-11-28,HUAWEI P6 S-U06,"920","1516","2014年01月","4.7","2GB","16GB","2000mAh","6","6","5","8","7"
2020-11-28,HUAWEI P6-C00,"920","1516","2014年01月","4.7","2GB","16GB","2000mAh","6","6","5","8","7"
2020-11-28,HUAWEI P6-T00,"920","1516","2014年01月","4.7","2GB","16GB","2000mAh","6","6","5","8","7"
2020-11-28,HUAWEI P6-T00V,"920","1516","2014年01月","4.7","2GB","16GB","2000mAh","6","6","5","8","7"
2020-11-28,HUAWEI P6-U06,"920","1516","2014年01月","4.7","2GB","16GB","2000mAh","6","6","5","8","7"
2020-11-28,HUAWEI P7-L00,"0","6","2014年04月","4.5","1GB","8GB","2000mAh","5","5","5","5","5"
2020-11-28,HUAWEI P7-L05,"0","6","2014年04月","4.5","1GB","8GB","2000mAh","5","5","5","5","5"
2020-11-28,HUAWEI P7-L07,"0","6","2014年04月","4.5","1GB","8GB","2000mAh","5","5","5","5","5"
2020-11-28,HUAWEI P7-L09,"0","6","2014年04月","4.5","1GB","8GB","2000mAh","5","5","5","5","5"
2020-11-28,HUAWEI P8max,"2680","105","2015年04月>","6.8","3GB","32GB/64GB","4360mAh","6","6","7","7","6"
2020-11-28,HUAWEI RIO-AL00,"750","186","2015年01月>","5.5","2GB","16GB","3000mAh","5","6","6","6","5"
2020-11-28,HUAWEI RIO-CL00,"750","186","2015年01月>","5.5","2GB","16GB","3000mAh","5","6","6","6","5"
2020-11-28,HUAWEI RIO-TL00,"950","110","2015年09月>","5.5","2GB","16GB","3000mAh","4","5","5","6","5"
2020-11-28,HUAWEI RIO-UL00,"950","110","2015年09月>","5.5","2GB","16GB","3000mAh","4","5","5","6","5"
2020-11-28,HUAWEI SC-CL00,"600","42","2014年12月","6","1GB","8GB","3500mAh大电池手机","4","4","5","4","4"
2020-11-28,HUAWEI SC-UL10,"1330","35","2014年12月","6","2GB","16GB","3500mAh大电池手机","6","6","6","7","6"
2020-11-28,HUAWEI T8950,"4999","22","2020年04月21日","6.57","8GB","256GB","4000mAh","9","10","6","9","8"
2020-11-28,HUAWEI T9510E,"2599","196","2012年08月","4.5","1GB","8GB","2600mAh","6","6","7","7","5"
2020-11-28,HUAWEI TAG-AL00,"650","339","2015年12月>","5","2GB","16GB","2200mAh","6","4","6","7","6"
2020-11-28,HUAWEI TAG-CL00,"650","339","2015年12月>","5","2GB","16GB","2200mAh","6","4","6","7","6"
2020-11-28,HUAWEI TAG-TL00,"650","339","2015年12月>","5","2GB","16GB","2200mAh","6","4","6","7","6"
2020-11-28,HUAWEI TIT-AL00,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,HUAWEI TIT-CL00,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,HUAWEI TIT-CL10,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,HUAWEI TIT-TL00,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,HUAWEI U8860,"4999","22","2020年04月21日","6.57","8GB","256GB","4000mAh","9","10","6","9","8"
2020-11-28,HUAWEI U8950D,"4999","22","2020年04月21日","6.57","8GB","256GB","4000mAh","9","10","6","9","8"
2020-11-28,HUAWEI U9200,"1860","225","2012年","4.3","1GB","4GB","1670mAh","6","7","6","8","7"
2020-11-28,HUAWEI U9200E,"1860","225","2012年","4.3","1GB","4GB","1670mAh","6","7","6","8","7"
2020-11-28,HUAWEI U9200S,"1860","225","2012年","4.3","1GB","4GB","1670mAh","6","7","6","8","7"
2020-11-28,HUAWEI U9500,"2599","196","2012年08月","4.5","1GB","8GB","2600mAh","6","6","7","7","5"
2020-11-28,HUAWEI U9500E,"2599","196","2012年08月","4.5","1GB","8GB","2600mAh","6","6","7","7","5"
2020-11-28,HUAWEI U9508,"4999","22","2020年04月21日","6.57","8GB","256GB","4000mAh","9","10","6","9","8"
2020-11-28,HUAWEI U9510,"2599","196","2012年08月","4.5","1GB","8GB","2600mAh","6","6","7","7","5"
2020-11-28,HUAWEI U9510E,"2599","196","2012年08月","4.5","1GB","8GB","2600mAh","6","6","7","7","5"
2020-11-28,HUAWEI VNS-AL00,"768","5","2018年06月","5.45","2GB","32GB","3020mAh","5","4","5","7","4"
2020-11-28,HUAWEI VNS-CL00,"768","5","2018年06月","5.45","2GB","32GB","3020mAh","5","4","5","7","4"
2020-11-28,HUAWEI VNS-DL00,"768","5","2018年06月","5.45","2GB","32GB","3020mAh","5","4","5","7","4"
2020-11-28,HUAWEI VNS-TL00,"768","5","2018年06月","5.45","2GB","32GB","3020mAh","5","4","5","7","4"
2020-11-28,HUAWEI Y560-CL00,"599","9","2015年06月>","4.5","1GB","8GB","2000mAh","6","5","5","5","5"
2020-11-28,HUAWEI eH880,"0","0","","6","4GB","64GB","3900mAh大电池手机","0","0","0","0","0"
2020-11-28,HWI-AL00,"1359","137","2017年12月12日","6","6GB","64GB/128GB","3340mAh（30分钟充电36%）大电池手机","8","6","7","8","8"
2020-11-28,HWI-TL00,"1129","137","2017年12月12日","6","4GB","64GB","3340mAh（30分钟充电36%）大电池手机","8","6","7","8","8"
2020-11-28,Haier L8,"1299","0","2018年05月","5.99","4GB","64GB","4000mAh","0","0","0","0","0"
2020-11-28,Hasee.X2,"2699","2","2015年11月>","5.5","2GB","16GB","2000mAh","0","0","0","0","0"
2020-11-28,Heart,"0","10","2017年>","5.2","2GB","16GB","3000mAh","6","3","6","6","6"
2020-11-28,Hisense  H20,"1499","7","2018年06月","5.84","6GB","128GB","3020mAh","4","5","3","5","4"
2020-11-28,Hisense A1,"1999","23","2016年03月>","5.5","3GB","32GB","3000mAh","7","7","8","8","8"
2020-11-28,Hisense A2,"1298","7","2017年09月","5.5","4GB","64GB","3090mAh","8","8","8","7","6"
2020-11-28,Hisense C1,"900","12","2015年12月>","5.5","2GB","16GB","2300mAh","8","8","8","8","8"
2020-11-28,Hisense C20,"1399","5","2016年09月>","5","","","3200mAh","4","3","4","5","4"
2020-11-28,Hisense C20S,"1399","5","2016年09月>","5","","","3200mAh","4","3","4","5","4"
2020-11-28,Hisense D2-M,"399","1","2015年11月>","5","2GB","16GB","2300mAh","6","6","6","8","5"
2020-11-28,Hisense E51-M,"309","2","2016年04月>","5.5","1GB","8GB","2500mAh","2","2","2","2","2"
2020-11-28,Hisense E70-T,"1299","8","2015年07月>","5","2GB","16GB","2320mAh","5","5","4","6","5"
2020-11-28,Hisense E71-M,"1599","10","2016年04月>","5.5","2GB","16GB","2500mAh","7","7","6","7","7"
2020-11-28,Hisense E71-T,"1599","10","2016年04月>","5.5","2GB","16GB","2500mAh","7","7","6","7","7"
2020-11-28,Hisense E75T,"696","4","2016年05月>","5","2GB","16GB","2320mAh","6","7","6","6","6"
2020-11-28,Hisense E76,"1399","21","2016年07月>","5.5","4GB","64GB","3000mAh","6","3","8","8","6"
2020-11-28,Hisense E76MINIM,"1249","21","2016年12月>","5","4GB","32GB","4000mAh","6","3","8","8","6"
2020-11-28,Hisense E76mini,"1249","21","2016年12月>","5","4GB","32GB","4000mAh","6","3","8","8","6"
2020-11-28,Hisense E77,"2899","0","2017年09月","5.2","3GB","32GB","3000mAh","0","0","0","0","0"
2020-11-28,Hisense E77M,"2899","0","2017年09月","5.2","3GB","32GB","3000mAh","0","0","0","0","0"
2020-11-28,Hisense E77MINI,"2899","0","2017年09月","5.2","3GB","32GB","3000mAh","0","0","0","0","0"
2020-11-28,Hisense E81,"1049","0","2016年08月>","","3GB","16GB","4500mAh","0","0","0","0","0"
2020-11-28,Hisense E9,"1999","0","2018年12月","8","3GB","32GB","5050mAh","0","0","0","0","0"
2020-11-28,Hisense F20T,"248","0","","5.5","1GB","8GB","2500mAh","0","0","0","0","0"
2020-11-28,Hisense F23,"799","3","2017年04月>","5.5","3GB","32GB","3000mAh","7","2","7","7","6"
2020-11-28,Hisense F30,"1599","1","2019年>","6.22","6GB","128GB","4010mAh","0","0","0","0","0"
2020-11-28,Hisense F31,"798","6","2016年06月>","5","2GB","16GB","2500mAh","6","3","7","6","6"
2020-11-28,Hisense I632M,"449","0","","5","1GB","16GB","2000mAh","0","0","0","0","0"
2020-11-28,Hisense K1,"1799","3","2017年05月>","5.2","4GB","64GB","3000mAh","5","3","5","8","6"
2020-11-28,Hisense M30,"199","4","2016年06月>","5","1GB","8GB","2000mAh","5","5","3","5","5"
2020-11-28,Hisense M36,"0","0","2017年>","6.18","2GB","16GB","2380mAh","0","0","0","0","0"
2020-11-28,Hisense P9,"0","0","2018年>","5.5","6GB","64GB/128GB","6000mAh","0","0","0","0","0"
2020-11-28,Hol-T00,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,Hol-U10,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,Honor Holly 2 Plus,"1293","0","2019年10月","6.5","4GB","64GB","4000mAh","0","0","0","0","0"
2020-11-28,Huawei-Mediapad,"1700","228","2015年03月>","7","3GB","32GB","5000mAh","6","6","6","6","5"
2020-11-28,Huawei7号,"4099","27","2020年04月28日","6.57","8GB","256","4000mAh","8","10","8","9","9"
2020-11-28,I1,"1799","2","2016年7月","5.5","3GB","32GB","2450mAh","8","8","8","8","6"
2020-11-28,I7 PLUS,"2525","152","2018年04月12日","6.1","6GB","64GB/128GB/256GB","4000mAh","8","8","8","8","9"
2020-11-28,I7+,"799","145","2014年04月","4.7","1GB","16GB","1700mAh","4","6","4","6","4"
2020-11-28,I7S,"399","0","2017年>","5.5","3GB","32GB","2700mAh","0","0","0","0","0"
2020-11-28,IN2010,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,IN2011,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,IN2013,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,IN2015,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,IN2017,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,IN2019,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,IN2020,"5399","21","2020年>","6.78","8GB","128GB","4510mAh","9","10","8","9","8"
2020-11-28,IN2021,"5399","21","2020年>","6.78","8GB","128GB","4510mAh","9","10","8","9","8"
2020-11-28,IN2023,"5399","21","2020年>","6.78","8GB","128GB","4510mAh","9","10","8","9","8"
2020-11-28,IN2025,"5399","21","2020年>","6.78","8GB","128GB","4510mAh","9","10","8","9","8"
2020-11-28,INE-AL00,"1279","150","2018年>","6.3","4GB","128GB","3340mAh大电池手机","8","7","7","8","7"
2020-11-28,INE-TL00,"1279","150","2018年>","6.3","4GB","128GB","3340mAh大电池手机","8","7","7","8","7"
2020-11-28,IPH,"2888","3073","2014年09月","4.7","1GB","16GB/64GB/128GB","1810mAh","7","10","7","8","9"
2020-11-28,IQOO 3,"3998","22","2020年3月2日","6.44","8GB","256GB","4440mAh","8","10","8","8","8"
2020-11-28,IQOO LPDDR5,"3998","22","2020年3月2日","6.44","12GB","256GB","4440mAh","8","10","8","8","8"
2020-11-28,IQOO UFS 3.1,"3998","22","2020年3月2日","6.44","8GB","256GB","4440mAh","8","10","8","8","8"
2020-11-28,IQOO neo3,"3398","34","2020年04月29日","6.57","8GB","256GB","4500mAh","9","9","9","9","9"
2020-11-28,IUNI N1,"949","26","2015年09月>","5","2GB","16GB","2400mAh","7","7","7","8","7"
2020-11-28,IVY,"0","0","2010年","2.8","","","","0","0","0","0","0"
2020-11-28,Infinix X571,"0","0","2019年>","5.7","3GB","32GB","4500mAh","0","0","0","0","0"
2020-11-28,Infinix X572,"0","0","2019年>","5.7","2GB","16GB","4300mAh","0","0","0","0","0"
2020-11-28,Infinix Zero 4 Plus,"2299","177","2015年08月>","5.7","4GB","32GB/64GB","3000mAh","7","6","7","9","9"
2020-11-28,J3 Pro,"500","176","2016年06月>","5","2GB","16GB","2600mAh","8","2","8","8","8"
2020-11-28,J7 Nxt,"0","1","2017年>","5.5","3GB","32GB","","0","0","0","0","0"
2020-11-28,J7 Prime 2,"0","0","2018年>","5.5","3GB","32GB","3300mAh大电池手机","0","0","0","0","0"
2020-11-28,J9110,"6299","2","2019年06月","6.5","6GB","128GB","3200mAh","8","7","8","8","8"
2020-11-28,JAT-AL00,"838","12","2019年01月08日","6.088","3GB","32GB/64GB","3020mAh（30分钟充电23%）","6","4","5","7","6"
2020-11-28,JAT-TL00,"838","12","2019年01月08日","6.088","3GB","32GB/64GB","3020mAh（30分钟充电23%）","6","4","5","7","6"
2020-11-28,JAZZ,"3888","16","2014年03月","6","2GB/3GB","","","6","6","6","6","6"
2020-11-27,JDN2-AL00,"788","115","2018年11月27日","6.21","4GB","64GB","3400mAh大电池手机","8","7","8","8","7"
2020-11-27,JDN2-AL50,"788","115","2018年11月27日","6.21","4GB","64GB","3400mAh大电池手机","8","7","8","8","7"
2020-11-27,JDN2-W09,"788","115","2018年11月27日","6.21","4GB","64GB","3400mAh大电池手机","8","7","8","8","7"
2020-11-28,JEF-AN00,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JEF-AN20,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JEF-TN00,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JEF-TN20,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JER-AN10,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JER-AN20,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JER-TN10,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JER-TN20,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JKM-AL00,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,JKM-AL00a,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,JKM-AL00b,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,JKM-TL00,"2299","20","2020年9月10日","6.63","6GB","128GB","4200mAh","8","9","9","8","8"
2020-11-28,JMM-AL00,"824","91","2017年09月","5.2","4GB","32GB","3000mAh（30分钟充电27%）","7","3","8","8","8"
2020-11-28,JMM-AL10,"824","91","2017年09月","5.2","4GB","32GB","3000mAh（30分钟充电27%）","7","3","8","8","8"
2020-11-28,JMM-TL00,"824","91","2017年09月","5.2","4GB","32GB","3000mAh（30分钟充电27%）","7","3","8","8","8"
2020-11-28,JMM-TL10,"824","91","2017年09月","5.2","4GB","32GB","3000mAh（30分钟充电27%）","7","3","8","8","8"
2020-11-28,JNY-AL10,"2599","4","2020年11月11日","6.53","8GB","128GB","4200mAh","8","8","9","9","8"
2020-11-28,JNY-TL10,"2599","14","2020年11月11日","6.53","8GB","128GB","3800mAh大电池手机","8","8","9","9","8"
2020-11-28,JSC-AN00,"3699","27","2020年11月11日","6.57","8GB","128GB","4000mAh","8","8","9","9","9"
2020-11-28,JSC-TN00,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,JSM-TL00,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-28,JSN-AL00,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-28,JSN-AL00a,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-28,JinGang,"3698","22","2020年6月1日","6.44","12GB","128GB","4440mAh","8","10","8","8","8"
2020-11-28,K-TOUCH T2A,"89","0","2017年>","2.4","","","800mAh","0","0","0","0","0"
2020-11-28,K-Touch 2A,"89","0","2017年>","2.4","","","800mAh","0","0","0","0","0"
2020-11-28,K-Touch X21 Max,"1349","39","2019年09月27日","6.4","6GB","64GB","4000mAh","7","6","6","6","6"
2020-11-28,K1,"1599","877","2018年10月10日","6.4","6GB","64GB","3600mAh大电池手机","9","8","9","9","9"
2020-11-28,K10,"2999","1","2018年09月","6","6GB","128GB","10000mAh","5","3","8","5","5"
2020-11-28,K10 PLUS,"1097","0","2019年09月","6.22","4GB","64GB","4050mAh","0","0","0","0","0"
2020-11-28,K10 Plus,"1097","0","2019年09月","6.22","4GB","64GB","4050mAh","0","0","0","0","0"
2020-11-28,K10-plus,"1097","0","2019年09月","6.22","4GB","64GB","4050mAh","0","0","0","0","0"
2020-11-28,K100,"499","5","2010年07月","2.2","","","1100mAh","5","5","5","5","5"
2020-11-28,K20,"2198","36","2019年5月28","6.39","6GB","64GB","4000mAh","10","9","8","8","8"
2020-11-28,K3,"1299","84","2019年05月","6.5","6GB","64GB","3765mAh（30分钟充电52%）大电池手机","9","9","9","9","9"
2020-11-28,K3 8G版,"1799","84","2019年05月","6.5","8GB","128GB","3765mAh大电池手机","9","9","9","9","9"
2020-11-25,K5 Play,"0","3","2018年04月17日","5.7","3GB","32GB","3000mAh","0","0","0","0","0"
2020-11-28,K6,"228","5","2016年>","5","1GB","8GB","1600mAh","8","6","6","8","7"
2020-11-28,K60,"1480","8","2010年05月","2.8","","","","0","0","0","0","0"
2020-11-28,K600,"0","0","","","","","","0","0","0","0","0"
2020-11-28,K7x,"1499","32","2020年11月11日","6.5","6GB","128GB","5000mAh","9","8","10","9","9"
2020-11-28,K80,"1299","32","2015年05月>","5.5","4GB","64GB","4000mAh","5","5","5","5","5"
2020-11-28,K88,"349","32","2014年09月","5.5","1GB","8GB","2500mAh","3","4","3","4","4"
2020-11-28,KB2000,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,KB2001,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,KB2003,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,KB2005,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,KB2007,"3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,KEYone升级版,"0","1","2018年>","","6GB","","","0","0","0","0","0"
2020-11-28,KING 7,"1260","65","2015年09月>","6","3GB","32GB","3610mAh大电池手机","4","4","4","6","5"
2020-11-28,KING 7S,"1260","65","2015年09月>","6","3GB","32GB","3610mAh大电池手机","4","4","4","6","5"
2020-11-28,KING+7,"1260","65","2015年09月>","6","3GB","32GB","3610mAh大电池手机","4","4","4","6","5"
2020-11-28,KING7,"1260","65","2015年09月>","6","3GB","32GB","3610mAh大电池手机","4","4","4","6","5"
2020-11-28,KINGSUN-F2,"1299","2","2015年07月>","5","1GB","8GB","1800mAh","5","4","4","4","3"
2020-11-28,KIW-AL10,"698","435","2015年12月>","5.5","3GB","16GB","3000mAh","7","8","7","8","7"
2020-11-28,KIW-AL20,"698","435","2015年12月>","5.5","3GB","16GB","3000mAh","7","8","7","8","7"
2020-11-28,KIW-CL00,"698","435","2015年12月>","5.5","3GB","16GB","3000mAh","7","8","7","8","7"
2020-11-28,KIW-TL00,"698","435","2015年12月>","5.5","3GB","16GB","3000mAh","7","8","7","8","7"
2020-11-28,KIW-TL00H,"698","435","2015年12月>","5.5","3GB","16GB","3000mAh","7","8","7","8","7"
2020-11-28,KIW-UL00,"698","435","2015年12月>","5.5","3GB","16GB","3000mAh","7","8","7","8","7"
2020-11-28,KKG-AN00,"2099","4","2020年07月03日","7.09","6GB","128GB","5000mAh","7","8","8","6","5"
2020-11-28,KLE-A0,"5299","33","2020年7月31日","7.1","8GB","256GB","5000mAh","9","9","10","7","10"
2020-11-28,KLE-H0,"5299","33","2020年3月27日","7.1","8GB","256GB","5000mAh","9","9","10","7","10"
2020-11-28,KNIGHT,"0","1","2010年","3.7","","","","0","0","0","0","0"
2020-11-28,KNT-AL10,"849","339","2016年05月>","5.7","4GB","32GB","3500mAh大电池手机","7","8","8","7","8"
2020-11-28,KNT-AL20,"849","339","2016年05月>","5.7","4GB","32GB","3500mAh大电池手机","7","8","8","7","8"
2020-11-28,KNT-TL10,"849","339","2016年05月>","5.7","4GB","32GB","3500mAh大电池手机","7","8","8","7","8"
2020-11-28,KNT-UL10,"849","339","2016年05月>","5.7","4GB","32GB","3500mAh大电池手机","7","8","8","7","8"
2020-11-28,KONKA 509,"290","0","2010年09月","","","","","0","0","0","0","0"
2020-11-28,KONKA 610,"999","0","2005年11月","","","","","0","0","0","0","0"
2020-11-28,KONKA 907,"0","0","2010年08月","","","","","0","0","0","0","0"
2020-11-28,KONKA D1,"0","0","2010年08月","","","","","0","0","0","0","0"
2020-11-28,KONKA D557,"390","1","2015年11月>","5","1GB","8GB","","5","3","6","5","3"
2020-11-28,KONKA D6+,"238","1","2017年06月","5","2GB","8GB/16GB","1800mAh","6","6","5","8","6"
2020-11-28,KONKA D6S,"278","3","2016年05月>","5","2GB","16GB","2000mAh","1","1","4","1","1"
2020-11-28,KONKA E1,"949","30","2016年03月>","5","3GB","16GB","4000mAh","4","5","6","5","4"
2020-11-28,KONKA R1,"699","19","2015年11月>","5","1GB","16GB","2150mAh","6","5","5","6","6"
2020-11-28,KONKA R2,"988","11","2015年12月>","5.5","2GB","16GB","2700mAh","4","3","4","5","5"
2020-11-28,KONKA R8,"699","2","2016年11月>","5","2GB","16GB","2200mAh","4","2","4","0","0"
2020-11-28,KONKA S1,"999","14","2016年02月>","5","3GB","32GB","2500mAh","7","2","5","9","7"
2020-11-28,KRETA M7,"9999","0","2020年10月","7.2","8GB","256GB","6000mAh","0","0","0","0","0"
