"EventDate","alias_name","price","commented","market_time","screen_size","ram_size","rom_size","battery_capacity","cost_efficient","performance","endurance","appearance","camera_performance"
2020-11-28,Galaxy S20+,"9047","20","2020年03月","6.7","12GB","512GB","4500mAh","7","10","8","10","10"
2020-11-28,Galaxy S20Ultra,"10199","27","2020年03月","6.9","16GB","512GB","5000mAh","9","10","10","10","6"
2020-11-28,Galaxy S21,"0","0","","6.2","","","4000mAh","0","0","0","0","0"
2020-11-28,Galaxy S21+,"0","0","","6.7","","","4800mAh","0","0","0","0","0"
2020-11-28,Galaxy S8+皇帝版,"3578","177","2017年05月25日","6.2","6GB","128GB","3500mAh大电池手机","7","9","8","9","9"
2020-11-28,Galaxy Z Flip 5G版,"12499","0","2020年08月","6.7","8GB","256GB","3300mAh大电池手机","0","0","0","0","0"
2020-11-28,Galaxy Z FlipLite 5G,"0","0","","","","","","0","0","0","0","0"
2020-11-28,Galaxy a21s,"0","0","2020年06月","6.5","3GB","32GB","5000mAh","0","0","0","0","0"
2020-11-28,Galaxy 窄边框,"2899","6","2020年04月","6.7","8GB","128GB","4500mAh","5","5","6","6","7"
2020-11-28,GalaxyS21 Ultra,"0","0","","6.8","","","5000mAh","0","0","0","0","0"
2020-11-28,Get,"2498","33","2016年07月>","5.5","3GB","32GB","2930mAh","4","5","6","6","6"
2020-11-28,Gezi,"0","0","","","","","","0","0","0","0","0"
2020-11-28,Ghost Pro,"0","2","2018年>","","","","","0","0","0","0","0"
2020-11-28,Gionee G6,"699","0","2020年3月","6.2","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,Gionee K3 Pro,"769","0","2020年8月","6.53","8GB","128GB","4000mAh","0","0","0","0","0"
2020-11-28,Gionee M30,"1399","0","2020年8月","6","8GB","128GB","10000mAh","0","0","0","0","0"
2020-11-28,Google Pixe,"8589","0","2020年11月","6","8GB","128GB","4080mAh","0","0","0","0","0"
2020-11-28,Google Pixel 2 XL,"0","4","2017年>","","4GB","","","8","9","8","8","8"
2020-11-28,Google Taimen,"0","4","2017年>","","4GB","","","8","9","8","8","8"
2020-11-28,GooglePixel 4a,"4999","0","2020年>","5.81","6GB","128GB","3140mAh","0","0","0","0","0"
2020-11-27,H,"4999","35","2019年08月16日","7.2","8GB","256GB","5000mAh（30分钟充电49%）","8","9","9","8","9"
2020-11-28,H1,"9999","15","2018年08月","6","4GB","64GB","3500mAh大电池手机","8","8","7","8","7"
2020-11-28,H10,"2899","0","2017年09月","5.2","3GB","32GB","3000mAh","0","0","0","0","0"
2020-11-28,H100,"0","1","2010年11月","","","","","0","0","0","0","0"
2020-11-28,H11,"618","5","2017年10月","5.99","4GB","32GB","3400mAh大电池手机","4","3","5","6","5"
2020-11-28,H18,"612","0","","2.6","","","1000mAh","0","0","0","0","0"
2020-11-28,H18-A,"612","0","","2.6","","","1000mAh","0","0","0","0","0"
2020-11-28,H2,"699","3","2009年","3","","","800mAh","0","0","0","0","0"
2020-11-28,H20,"1499","7","2018年06月","5.84","6GB","128GB","3020mAh","4","5","3","5","4"
2020-11-28,H30-C00,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,H30-L01,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,H30-L01M,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,H30-L02,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,H30-T00,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,H30-T10,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,H30-U10,"600","423","2014年08月","5","1GB","16GB","2000mAh","7","7","6","7","7"
2020-11-28,H4233,"0","2","2018年>","5.2","3GB","32GB","3300mAh大电池手机","3","3","3","6","5"
2020-11-28,H4493,"0","0","2018年>","6","","","","0","0","0","0","0"
2020-11-28,H5,"480","0","2010年12月","2.8","","","1100mAh","0","0","0","0","0"
2020-11-28,H6,"850","0","2007年03月","","","","","0","0","0","0","0"
2020-11-28,H60-L01,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,H60-L02,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,H60-L03,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,H60-L11,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,H60-L12,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,H60-L21,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,H7,"1139","11","2016年04月>","5.5","2GB","16GB","3000mAh","4","6","5","7","6"
2020-11-28,H8,"150","0","2011年04月","2.4","128MB","","900mAh","0","0","0","0","0"
2020-11-28,H8166,"3499","12","2018年>","5.8","6GB","64GB","3400mAh大电池手机","6","7","6","6","7"
2020-11-28,H8296,"2899","44","2018年04月","5.7","6GB","64GB","3060mAh","3","4","4","4","6"
2020-11-28,H8521,"0","0","2018年>","5.7","6GB","","3230mAh","0","0","0","0","0"
2020-11-28,H9,"0","21","2017年04月>","5.5","4GB","64GB","3000mAh","6","6","6","8","7"
2020-11-28,H90,"788","2","2008年","2.6","","","","0","0","0","0","0"
2020-11-28,H9493,"3399","16","2018年10月","6","6GB","64GB","3200mAh（30分钟充电27%）","8","9","8","8","9"
2020-11-27,HBL-W19,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HBL-W19L,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HBL-W29,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HBL-W29L,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-28,HD1,"499","0","2019年09月","5.7","4GB","64GB","3000mAh","0","0","0","0","0"
2020-11-28,HD1900,"3199","43","2019年10月15日","6.55","8GB","128GB","3800mAh大电池手机","9","10","9","9","9"
2020-11-28,HD1901,"3199","43","2019年10月15日","6.55","8GB","128GB","3800mAh大电池手机","9","10","9","9","9"
2020-11-28,HD1903,"3199","43","2019年10月15日","6.55","8GB","128GB","3800mAh大电池手机","9","10","9","9","9"
2020-11-28,HD1905,"3199","43","2019年10月15日","6.55","8GB","128GB","3800mAh大电池手机","9","10","9","9","9"
2020-11-28,HD1907,"3199","43","2019年10月15日","6.55","8GB","128GB","3800mAh大电池手机","9","10","9","9","9"
2020-11-28,HD1910,"4399","48","2019年10月15日","6.67","8GB","256GB","4085mAh","9","10","8","9","9"
2020-11-28,HD1911,"4399","48","2019年10月15日","6.67","8GB","256GB","4085mAh","9","10","8","9","9"
2020-11-28,HD1913,"4399","48","2019年10月15日","6.67","8GB","256GB","4085mAh","9","10","8","9","9"
2020-11-28,HD1925,"5399","21","2020年>","6.78","8GB","128GB","4510mAh","9","10","8","9","8"
2020-11-27,HEGE-550,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-27,HEGE-550B,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-27,HEGE-560,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-27,HEGE-560B,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-27,HEGE-570,"1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-28,HL9255508,"699","1","2015年11月>","5.5","2GB","16GB","2000mAh","3","5","3","5","2"
2020-11-28,HLK-AL00,"2299","82","2019年07月23日","6.59","8GB","64GB","4000mAh","8","9","8","8","8"
2020-11-28,HLK-AL00a,"1199","82","2019年07月23日","6.59","4GB","64GB","4000mAh","8","8","8","8","8"
2020-11-28,HLK-AL10,"2199","10","2019年07月23日","6.59","8GB","128GB","4000mAh","8","9","8","8","7"
2020-11-28,HLK-TL00,"1199","82","2019年07月23日","6.59","4GB","64GB","4000mAh","8","8","8","8","8"
2020-11-28,HLTE,"2799","20","2019年10月","6.53","6GB","64GB","3800mAh大电池手机","9","9","9","9","9"
2020-11-28,HLTE200T,"469","2","2017年11月","5.99","3GB","32GB","3000mAh","3","2","3","6","4"
2020-11-28,HLTE202N,"1289","20","2019年10月","5.84","4GB","32GB","4000mAh","9","9","10","9","8"
2020-11-28,HLTE203T,"1799","51","2020年06月1日","5.84","4GB","64GB","4000mAh","6","6","6","9","6"
2020-11-28,HLTE213T,"1399","1","2018年12月","6.22","4GB","64GB","4500mAh","0","0","0","0","0"
2020-11-28,HLTE300T,"618","5","2017年10月","5.99","4GB","32GB","3400mAh大电池手机","4","3","5","6","5"
2020-11-28,HLTE310T,"1799","0","2018年06月","6.19","4GB","64GB","3500mAh大电池手机","0","0","0","0","0"
2020-11-28,HLTE311T,"1649","1","2018年11月","6.18","4GB","128GB","4000mAh","8","8","8","8","8"
2020-11-28,HLTE510T,"1499","7","2018年06月","5.84","6GB","128GB","3020mAh","4","5","3","5","4"
2020-11-28,HLTE700T,"1899","21","2018年10月15日","6.01","6GB","128GB","3300mAh（30分钟充电51%）大电池手机","6","7","7","6","7"
2020-11-28,HLTE730T,"2499","20","2019年10月","6.53","6GB","64GB","3800mAh大电池手机","9","9","9","9","9"
2020-11-27,HLY-W19R,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HLY-W19RL,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HLY-W19RLP,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HLY-W19RP,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HLY-W29R,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-27,HLY-W29RL,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-28,HM 1S,"599","892","2014年11月","4.7","1GB","8GB","2200mAh","6","5","4","5","5"
2020-11-28,HM 2A,"500","317","2015年03月>","4.7","1GB","8GB","2200mAh","5","5","4","5","5"
2020-11-28,HM NOTE 1LTE,"899","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,HM NOTE 1LTE TD,"899","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,HM NOTE 1LTETD,"899","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,HM NOTE 1LTEW,"899","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,HM-I502-FL,"468","5","2016年>","5","3GB","32GB","2200mAh","0","0","0","0","0"
2020-11-28,HM-I506-TL,"989","0","2017年>","5","3GB","32GB","2000mAh","0","0","0","0","0"
2020-11-28,HM-N701-FL,"1299","0","2018年05月","5.99","4GB","64GB","4000mAh","0","0","0","0","0"
2020-11-28,HMA-AL00,"3299","193","2018年10月26日","6.53","6GB","64GB/128GB","4000mAh（30分钟充电55%）","9","10","9","8","9"
2020-11-28,HMA-TL00,"3299","193","2018年10月26日","6.53","6GB","64GB/128GB","4000mAh（30分钟充电55%）","9","10","9","8","9"
2020-11-28,HN6205506,"599","0","2016年10月>","5.5","3GB","32GB","2400mAh","0","0","0","0","0"
2020-11-28,HONOR 20,"2698","19","2019年06月","6.26","8GB","256GB","3750mAh（30分钟充电50%）大电池手机","8","9","8","8","9"
2020-11-28,HONOR H30-L01M,"999","1973","2014年5月","5","1GB","8GB","2300mAh","7","7","7","7","6"
2020-11-28,HRY-AL00,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,HRY-AL00T,"1298","12","2019年04月18日","6.21","6GB","64GB","3400mAh大电池手机","6","5","6","8","6"
2020-11-28,HRY-AL00Ta,"1298","12","2019年04月18日","6.21","6GB","64GB","3400mAh大电池手机","6","5","6","8","6"
2020-11-28,HRY-AL00a,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,HRY-TL00,"2199","17","2020年05月26日","6.63","6GB","128GB","4300mAh","9","8","9","9","8"
2020-11-28,HRY-TL00T,"1298","12","2019年04月18日","6.21","6GB","64GB","3400mAh大电池手机","6","5","6","8","6"
2020-11-28,HTC,"0","0","2019年>","","6GB","128GB","","0","0","0","0","0"
2020-11-28,HTC  区块链手机,"0","0","2018年>","","","","","0","0","0","0","0"
2020-11-28,HTC 10,"0","4","","5.5","3GB","32GB","2700mAh","5","5","5","5","5"
2020-11-28,HTC 2Q4D200,"2299","19","2017年11月","6","6GB","128GB","3930mAh（30分钟充电35%）大电池手机","6","7","7","7","6"
2020-11-28,HTC 2Q4R100,"1319","7","2018年01月>","6","4GB","64GB","3930mAh大电池手机","5","6","6","7","8"
2020-11-28,HTC 2Q4R300,"1319","7","2018年01月>","6","4GB","64GB","3930mAh大电池手机","5","6","6","7","8"
2020-11-28,HTC 2Q4R400,"1319","7","2018年01月>","6","4GB","64GB","3930mAh大电池手机","5","6","6","7","8"
2020-11-28,HTC 2Q55300,"3799","12","2018年06月12日","6","6GB","128GB","3500mAh大电池手机","5","6","5","6","6"
2020-11-28,HTC 2Q741,"0","0","2019年>","","6GB","128GB","","0","0","0","0","0"
2020-11-28,HTC 2Q7A100,"0","0","2019年>","6","6GB","128GB","3500mAh大电池手机","0","0","0","0","0"
2020-11-28,HTC 5G,"4539","0","","6.8","8GB","256GB","5000mAh","0","0","0","0","0"
2020-11-28,HTC 801e,"890","1129","2013年03月","4.7","2GB","16GB","2300mAh","6","8","5","8","6"
2020-11-28,HTC 802d,"990","1129","2013年02月","4.7","2GB","16GB/32GB","2300mAh","6","8","5","8","6"
2020-11-28,HTC 802t,"799","1129","2013年04月","4.7","2GB","16GB/32GB","2300mAh","6","8","5","8","6"
2020-11-28,HTC 802w,"759","1129","2013年04月","4.7","2GB","32GB","2300mAh","6","8","5","8","6"
2020-11-28,HTC 8060,"1800","164","2014年09月","5.9","2GB","16GB/32GB","3300mAh大电池手机","6","7","7","7","7"
2020-11-28,HTC 8088,"1499","164","2014年07月","5.9","2GB","16GB","3300mAh大电池手机","6","7","7","7","7"
2020-11-28,HTC 809d,"1499","164","2014年01月","5.9","2GB","16GB","3300mAh大电池手机","6","7","7","7","7"
2020-11-28,HTC A9w,"1799","135","2015年10月>","5","2GB","16GB","2150mAh","7","2","7","8","8"
2020-11-28,HTC Breeze Plus,"0","1","2018年>","6","3GB","32GB","2956mAh","0","0","0","0","0"
2020-11-28,HTC D10w,"980","34","2016年09月>","5.5","3GB/4GB","32GB/64GB","3000mAh","6","6","5","6","7"
2020-11-28,HTC D728w,"799","13","2015年09月>","5.5","2GB","16GB","2800mAh","6","7","6","6","5"
2020-11-28,HTC D816d,"900","1519","2014年02月","5.5","1.5GB","8GB","2600mAh","6","7","6","7","6"
2020-11-28,HTC D816t,"759","1519","2014年02月","5.5","1.5GB","8GB","2600mAh","6","7","6","7","6"
2020-11-28,HTC D816v,"699","1519","2014年02月","5.5","1.5GB","8GB","2600mAh","6","7","6","7","6"
2020-11-28,HTC D816w,"699","1519","2014年02月","5.5","1.5GB","8GB","2600mAh","6","7","6","7","6"
2020-11-28,HTC D820t,"1350","761","2014年11月","5.5","2GB","16GB","2600mAh","6","7","5","7","6"
2020-11-28,HTC D820u,"990","761","2014年11月","5.5","2GB","16GB","2600mAh","6","7","5","7","6"
2020-11-28,HTC D826w,"999","335","2015年01月>","5.5","2GB","16GB/32GB","2600mAh","3","4","3","5","4"
2020-11-28,HTC Desire 12+,"0","1","2018年>","6","3GB","32GB","2956mAh","0","0","0","0","0"
2020-11-28,HTC Desire 19+,"2200","1","2019年07月","6.2","6GB","128GB","3850mAh大电池手机","2","3","5","5","5"
2020-11-28,HTC Desire 19s,"1377","0","2019年11月","6.2","3GB","32GB","3850mAh大电池手机","0","0","0","0","0"
2020-11-28,HTC Desire 820 dual sim,"1200","409","2013年06月","4.5","1GB","8GB","1860mAh","5","6","5","6","6"
2020-11-28,HTC E9pt,"1360","67","2015年02月>","5.5","3GB","32GB","2880mAh","5","6","4","6","6"
2020-11-28,HTC E9pw,"2650","67","2015年02月>","5.5","3GB","32GB","2800mAh","5","6","4","6","6"
2020-11-28,HTC E9t,"999","16","2015年02月>","5.5","2GB","16GB","2800mAh","4","6","4","6","6"
2020-11-28,HTC M10h,"4069","125","2016年04月>","5.2","4GB","64GB","3000mAh","6","5","7","7","8"
2020-11-28,HTC M10u,"4069","125","2016年04月>","5.2","4GB","64GB","3000mAh","6","5","7","7","8"
2020-11-28,HTC M8Et,"1348","152","2014年10月","5","2GB","16GB","2600mAh","7","8","6","8","7"
2020-11-28,HTC M8Sd,"1950","731","2014年05月","5","2GB","16GB","2600mAh","7","8","6","7","7"
2020-11-28,HTC M8St,"988","731","2014年05月","5","2GB","16GB","2600mAh","7","8","6","7","7"
2020-11-28,HTC M8Sw,"1599","731","2014年05月","5","2GB","16GB","2600mAh","7","8","6","7","7"
2020-11-28,HTC M8t,"2999","937","2014年03月","5","2GB","16GB","2600mAh","6","8","6","8","7"
2020-11-28,HTC M8w,"1300","937","2014年03月","5","2GB","16GB","2600mAh","6","8","6","8","7"
2020-11-28,HTC M9e,"2199","189","2014年11月","5","2GB","16GB","2840mAh","5","7","5","6","6"
2020-11-28,HTC M9et,"1259","33","2015年05月>","5.2","3GB","32GB","2840mAh","6","7","5","7","6"
2020-11-28,HTC M9pt,"1589","113","2015年07月>","5.2","3GB","32GB","2840mAh","5","7","5","6","6"
2020-11-28,HTC M9pw,"1388","113","2014年12月","5.2","3GB","32GB","2840mAh","5","7","5","6","6"
2020-11-28,HTC M9w,"1899","189","2015年03月>","5","3GB","32GB","2840mAh","5","7","5","6","6"
2020-11-28,HTC Ocean,"0","73","2017年>","5.7","4GB","128GB","3000mAh","6","9","6","8","8"
2020-11-28,HTC Ocean Note,"0","73","2017年>","5.7","4GB","128GB","3000mAh","6","9","6","8","8"
2020-11-28,HTC One,"890","1129","2013年03月","4.7","2GB","16GB","2300mAh","6","8","5","8","6"
2020-11-28,HTC One A9,"1799","135","2015年10月>","5","2GB","16GB","2150mAh","7","2","7","8","8"
2020-11-28,HTC One M9,"1589","113","2015年07月>","5.2","3GB","32GB","2840mAh","5","7","5","6","6"
2020-11-28,HTC One ME,"1259","33","2015年05月>","5.2","3GB","32GB","2840mAh","6","7","5","7","6"
2020-11-28,HTC U Ultra,"0","73","2017年>","5.7","4GB","128GB","3000mAh","6","9","6","8","8"
2020-11-28,HTC U-1w,"1319","84","2017年05月>","5.5","4GB","64GB","3000mAh","9","9","8","9","9"
2020-11-28,HTC U-3w,"2999","84","2017年05月>","5.5","6GB","128GB","3000mAh","9","9","8","9","9"
2020-11-28,HTC U11,"2999","84","2017年05月>","5.5","6GB","128GB","3000mAh","9","9","8","9","9"
2020-11-28,HTC U11 EYEs,"1319","7","2018年01月>","6","4GB","64GB","3930mAh大电池手机","5","6","6","7","8"
2020-11-28,HTC U11 life,"3888","11","2017年11月","5.2","3GB","32GB","2600mAh","5","7","7","7","7"
2020-11-28,HTC U11 plus,"2299","19","2017年11月","6","6GB","128GB","3930mAh（30分钟充电35%）大电池手机","6","7","7","7","6"
2020-11-28,HTC U20 5G,"4539","0","","6.8","8GB","256GB","5000mAh","0","0","0","0","0"
2020-11-28,HTC X9u,"1480","76","2015年12月>","5.5","3GB","32GB","3000mAh","8","4","8","9","9"
2020-11-28,HTC u20,"4539","0","","6.8","8GB","256GB","5000mAh","0","0","0","0","0"
2020-11-28,HTC 赫卡忒,"0","0","","","","","","0","0","0","0","0"
2020-11-28,HTC_2Q4D100,"2299","19","2017年11月","6","6GB","128GB","3930mAh（30分钟充电35%）大电池手机","6","7","7","7","6"
2020-11-28,HTC_E66,"0","0","2017年>","5.5","3GB","32GB","4000mAh","0","0","0","0","0"
2020-11-28,HTC_E9pw,"2650","67","2015年02月>","5.5","3GB","32GB","2800mAh","5","6","4","6","6"
2020-11-28,HTC_M10h,"4069","125","2016年04月>","5.2","4GB","64GB","3000mAh","6","5","7","7","8"
2020-11-28,HUAW,"3299","193","2018年10月26日","6.53","6GB","64GB/128GB","4000mAh（30分钟充电55%）","9","10","9","8","9"
2020-11-28,HUAWEI A199,"1280","227","2013年04月","5","2GB","8GB","2150mAh","6","6","4","6","5"
2020-11-28,HUAWEI ALE-CL00,"768","5","2018年06月","5.45","2GB","32GB","3020mAh","5","4","5","7","4"
2020-11-28,HUAWEI ALE-TL00,"768","5","2018年06月","5.45","2GB","32GB","3020mAh","5","4","5","7","4"
2020-11-28,HUAWEI ALE-UL00,"768","5","2018年06月","5.45","2GB","32GB","3020mAh","5","4","5","7","4"
2020-11-28,HUAWEI B199,"689","741","2014年07月","5.5","2GB","16GB","3000mAh","6","6","7","7","7"
2020-11-28,HUAWEI C199,"750","186","2015年01月>","5.5","2GB","16GB","3000mAh","5","6","6","6","5"
2020-11-28,HUAWEI C199s,"750","186","2015年01月>","5.5","2GB","16GB","3000mAh","5","6","6","6","5"
2020-11-28,HUAWEI C8816D,"678","222","2014年03月","5","1GB","4GB","2000mAh","6","6","7","7","6"
2020-11-28,HUAWEI C8817E,"499","80","2014年09月","5","1GB","8GB","2000mAh","7","7","7","7","6"
2020-11-28,HUAWEI C8860E,"4999","22","2020年04月21日","6.57","8GB","256GB","4000mAh","9","10","6","9","8"
2020-11-28,HUAWEI C8950D,"4999","22","2020年04月21日","6.57","8GB","256GB","4000mAh","9","10","6","9","8"
2020-11-28,HUAWEI CAZ,"1100","180","2016年10月>","5","3GB","32GB","3020mAh","6","4","7","8","7"
2020-11-28,HUAWEI CAZ-AL00,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,HUAWEI CAZ-AL10,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,HUAWEI CAZ-TL10,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,HUAWEI CAZ-TL20,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,HUAWEI CRR-CL00,"0","4","","5.5","4GB","","3500mAh大电池手机","6","6","6","6","6"
2020-11-28,HUAWEI CRR-CL20,"0","4","","5.5","4GB","","3500mAh大电池手机","6","6","6","6","6"
2020-11-28,HUAWEI CRR-TL00,"0","4","","5.5","4GB","","3500mAh大电池手机","6","6","6","6","6"
2020-11-28,HUAWEI CRR-UL00,"0","4","","5.5","4GB","","3500mAh大电池手机","6","6","6","6","6"
2020-11-28,HUAWEI CRR-UL20,"0","4","","5.5","4GB","","3500mAh大电池手机","6","6","6","6","6"
2020-11-28,HUAWEI D2-0082,"1999","257","2013年","5","2GB","32GB","3000mAh","5","6","5","6","6"
2020-11-28,HUAWEI D2-2010,"1999","257","2013年","5","2GB","32GB","3000mAh","5","6","5","6","6"
2020-11-28,HUAWEI D2-5000,"1999","257","2013年","5","2GB","32GB","3000mAh","5","6","5","6","6"
2020-11-28,HUAWEI D2-6070,"1999","257","2013年","5","2GB","32GB","3000mAh","5","6","5","6","6"
2020-11-28,HUAWEI G6-C00,"800","350","2014年03月","4.5","1GB","4GB","2000mAh","6","6","6","8","6"
2020-11-28,HUAWEI G6-T00,"800","350","2014年03月","4.5","1GB","4GB","2000mAh","6","6","6","8","6"
2020-11-28,HUAWEI G6-U00,"800","350","2014年03月","4.5","1GB","4GB","2000mAh","6","6","6","8","6"
2020-11-28,HUAWEI G610-T00,"688","369","2013年06月","5","1GB","4GB","2150mAh","7","7","7","7","5"
2020-11-28,HUAWEI G7-TL00,"890","225","2014年10月","5.5","2GB","16GB","3000mAh","5","5","6","6","5"
2020-11-28,HUAWEI G7-UL00,"890","225","2014年10月","5.5","2GB","16GB","3000mAh","5","5","6","6","5"
2020-11-28,HUAWEI G7-UL20,"890","225","2014年10月","5.5","2GB","16GB","3000mAh","5","5","6","6","5"
2020-11-28,HUAWEI G750-T01,"1050","945","2013年03月","5.5","2GB","8GB","3000mAh","6","6","7","6","6"
2020-11-28,HUAWEI G750-T20,"800","945","2014年06月","5.5","2GB","16GB","3000mAh","6","6","7","6","6"
2020-11-28,HUAWEI GRA-CL00,"2680","105","2015年04月>","6.8","3GB","32GB/64GB","4360mAh","6","6","7","7","6"
2020-11-28,HUAWEI GRA-CL10,"2680","105","2015年04月>","6.8","3GB","32GB/64GB","4360mAh","6","6","7","7","6"
2020-11-28,HUAWEI GRA-TL00,"2680","105","2015年04月>","6.8","3GB","32GB/64GB","4360mAh","6","6","7","7","6"
2020-11-28,HUAWEI GRA-UL00,"2680","105","2015年04月>","6.8","3GB","32GB/64GB","4360mAh","6","6","7","7","6"
2020-11-28,HUAWEI GRA-UL10,"2680","105","2015年04月>","6.8","3GB","32GB/64GB","4360mAh","6","6","7","7","6"
2020-11-28,HUAWEI HN3-U01,"4999","22","2020年04月21日","6.57","8GB","256GB","4000mAh","9","10","6","9","8"
2020-11-28,HUAWEI LDN-AL00,"1099","66","2018年>","5.99","3GB","32GB","3000mAh","6","6","6","7","6"
2020-11-28,HUAWEI MLA,"999","138","2016年07月21日","5.5","3GB","32GB","3340mAh大电池手机","6","4","7","7","7"
2020-11-28,HUAWEI MLA-AL00,"2199","0","2020年08月","6.8","6GB","128GB","4300mAh","0","0","0","0","0"
2020-11-28,HUAWEI MLA-AL10,"2199","0","2020年08月","6.8","6GB","128GB","4300mAh","0","0","0","0","0"
2020-11-28,HUAWEI MLA-TL00,"880","24","2016年08月18日","5.5","3GB","32GB","3340mAh大电池手机","5","4","6","7","6"
2020-11-28,HUAWEI MLA-TL10,"880","24","2016年08月18日","5.5","3GB","32GB","3340mAh大电池手机","5","4","6","7","6"
2020-11-28,HUAWEI MLA-UL00,"880","24","2016年08月18日","5.5","3GB","32GB","3340mAh大电池手机","5","4","6","7","6"
2020-11-28,HUAWEI MT1-T00,"1300","286","2013年","6.1","1GB","8GB","4050mAh","6","7","7","7","6"
2020-11-28,HUAWEI MT1-U06,"1300","286","2013年","6.1","1GB","8GB","4050mAh","6","7","7","7","6"
2020-11-28,HUAWEI MT2-C00,"16999","20","","8","8GB","512GB","4500mAh","9","10","9","9","9"
2020-11-28,HUAWEI MT2-L01,"1350","500","2014年03月","6.1","2GB","16GB","4050mAh","6","7","8","7","7"
2020-11-28,HUAWEI MT2-L02,"16999","20","","8","8GB","512GB","4500mAh","9","10","9","9","9"
2020-11-28,HUAWEI MT2-L05,"16999","20","","8","8GB","512GB","4500mAh","9","10","9","9","9"
2020-11-28,HUAWEI MT2-U071,"16999","20","","8","8GB","512GB","4500mAh","9","10","9","9","9"
2020-11-28,HUAWEI MT7-CL00,"2199","12","2018年09月","6.3","6GB","64GB","3750mAh大电池手机","6","6","7","6","7"
2020-11-28,HUAWEI MT7-TL00,"2199","12","2018年09月","6.3","6GB","64GB","3750mAh大电池手机","6","6","7","6","7"
2020-11-28,HUAWEI MT7-TL10,"2199","12","2018年09月","6.3","6GB","64GB","3750mAh大电池手机","6","6","7","6","7"
2020-11-28,HUAWEI MT7-UL00,"2199","12","2018年09月","6.3","6GB","64GB","3750mAh大电池手机","6","6","7","6","7"
2020-11-28,HUAWEI NXT-AL10,"6999","19","2020年10月30日","6.76","8GB","256GB","4400mAh","9","9","8","9","8"
